,param,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std
0,1,0.0332078515730035,0.0010491859647822903,0.031881720430107514,0.0029745325147576456
1,2,0.04042753428340952,0.0014165270665719822,0.038682795698924737,0.0033379910226844856
2,3,0.03593035762301694,0.0013564102091517514,0.03491935483870968,0.004434995085482646
3,4,0.03799408443129874,0.0012679215652435824,0.03596774193548387,0.004580632540746918
4,5,0.03849825221833826,0.0010545774012746451,0.037822580645161294,0.004684752007938274
5,6,0.040414089809088456,0.0012664951708610517,0.04029569892473118,0.004418671296849188
6,7,0.04183920408712019,0.0010349625842386485,0.04096774193548388,0.004490454412434637
