,0,1,2,3,4,5,6,7,8,9
0,0.0,0.00039541320680110717,0.004247411733474914,0.0015128593040847202,0.0020260492040520984,0.0034782608695652175,0.005681818181818182,0.0009508716323296355,0.0014566642388929353,0.0012070006035003018
1,0.0,0.0,0.0007963897000265463,0.0,0.0034732272069464545,0.0,0.00388755980861244,0.001584786053882726,0.0010924981791697013,0.0009052504526252263
2,0.0025885779000161787,0.001383946223803875,0.0,0.003630862329803328,0.004920405209840811,0.0006956521739130435,0.0029904306220095694,0.008874801901743265,0.008011653313911144,0.00030175015087507544
3,0.0014560750687591004,0.00039541320680110717,0.007963897000265464,0.0,0.0,0.01982608695652174,0.0,0.0025356576862123614,0.011289147851420248,0.0009052504526252263
4,0.00032357223750202233,0.00276789244760775,0.004778338200159278,0.0,0.0,0.0034782608695652175,0.0029904306220095694,0.0025356576862123614,0.0010924981791697013,0.009052504526252263
5,0.0037210807312732567,0.0011862396204033216,0.002389169100079639,0.011195158850226929,0.0037626628075253256,0.0,0.0062799043062200955,0.0022187004754358162,0.004369992716678805,0.0024140012070006035
6,0.0027503640187671896,0.0019770660340055358,0.002123705866737457,0.000302571860816944,0.004052098408104197,0.0038260869565217392,0.0,0.0,0.003641660597232338,0.0
7,0.00016178611875101117,0.0015816528272044287,0.004512874966817096,0.0015128593040847202,0.00723589001447178,0.0010434782608695651,0.0,0.0,0.006190823015294974,0.009656004828002414
8,0.003235722375020223,0.0031633056544088573,0.002920095566764003,0.01059001512859304,0.004341534008683068,0.009043478260869564,0.0017942583732057417,0.004120443740095087,0.0,0.0033192516596258297
9,0.0012942889500080893,0.0011862396204033216,0.0013273161667109105,0.001815431164901664,0.007814761215629523,0.0010434782608695651,0.0,0.012678288431061807,0.0010924981791697013,0.0
