,param,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std
0,0.01,0.000161333691852672,0.00010060923330934351,0.025698924731182803,0.0020231062066910326
1,0.02,0.00013444474321056,0.00012025103401452619,0.02548387096774194,0.0014265052861743518
2,0.03,5.3777897284224e-05,6.586420389307701e-05,0.03032258064516129,0.002625065723813705
3,0.04,2.6888948642112e-05,5.3777897284224e-05,0.0318279569892473,0.0030866021708402832
4,0.05,0.0,0.0,0.036344086021505385,0.003145965341575864
5,0.060000000000000005,0.0,0.0,0.04290322580645163,0.0023410259201158534
6,0.06999999999999999,0.0,0.0,0.044408602150537636,0.002625065723813684
7,0.08,0.0,0.0,0.050107526881720446,0.003556523743772276
8,0.09,0.0,0.0,0.053655913978494604,0.003927308036075203
9,0.09999999999999999,0.0,0.0,0.055376344086021524,0.003709287808744149
10,0.11,0.0,0.0,0.05731182795698926,0.003703048464026356
11,0.12,0.0,0.0,0.057419354838709656,0.003029893076044145
12,0.13,0.0,0.0,0.05784946236559139,0.0036716927051535326
13,0.14,0.0,0.0,0.06032258064516129,0.002576160978647547
14,0.15000000000000002,0.0,0.0,0.06086021505376345,0.002023106206691043
15,0.16,0.0,0.0,0.06258064516129033,0.0013853869598629267
16,0.17,0.0,0.0,0.06333333333333332,0.0006269840747145457
17,0.18000000000000002,0.0,0.0,0.06354838709677421,0.001572982670787925
18,0.19,0.0,0.0,0.06612903225806452,0.0013169299692382395
19,0.2,0.0,0.0,0.0667741935483871,0.0020794709253563167
20,0.21000000000000002,0.0,0.0,0.06634408602150536,0.0025125422463544073
21,0.22,0.0,0.0,0.06516129032258067,0.003897756765675652
22,0.23,0.0,0.0,0.06559139784946237,0.004066165677675054
23,0.24000000000000002,0.0,0.0,0.06451612903225808,0.0041366417336927775
24,0.25,0.0,0.0,0.06408602150537632,0.003232966963090959
25,0.26,0.0,0.0,0.06462365591397849,0.003699924846039848
26,0.27,0.0,0.0,0.06494623655913978,0.00460486303341157
27,0.28,0.0,0.0,0.06548387096774193,0.004503310019649894
28,0.29000000000000004,0.0,0.0,0.0660215053763441,0.005013566979300968
29,0.3,0.0,0.0,0.06655913978494625,0.005591397849462372
30,0.31,0.0,0.0,0.06623655913978495,0.005434098395050891
31,0.32,0.0,0.0,0.06655913978494624,0.005560293967246413
32,0.33,0.0,0.0,0.06666666666666668,0.00615820260786079
33,0.34,0.0,0.0,0.0664516129032258,0.005531105870800738
34,0.35000000000000003,0.0,0.0,0.06709677419354838,0.005283061718941209
35,0.36000000000000004,0.0,0.0,0.06666666666666668,0.00558726066957704
36,0.37,0.0,0.0,0.0664516129032258,0.005185873355607517
37,0.38,0.0,0.0,0.06623655913978496,0.0058342623510755035
38,0.39,0.0,0.0,0.06666666666666668,0.005289623172580135
39,0.4,0.0,0.0,0.06591397849462363,0.005107243908403436
40,0.41000000000000003,0.0,0.0,0.06666666666666665,0.005212558986469196
41,0.42000000000000004,0.0,0.0,0.0661290322580645,0.005245725125871184
42,0.43,0.0,0.0,0.06602150537634406,0.005239108694657992
43,0.44,0.0,0.0,0.06602150537634408,0.00496722987632305
44,0.45,0.0,0.0,0.06602150537634408,0.00496722987632305
45,0.46,0.0,0.0,0.0660215053763441,0.005036575668228124
46,0.47000000000000003,0.0,0.0,0.06655913978494624,0.00570399449887091
47,0.48000000000000004,0.0,0.0,0.06655913978494624,0.00570399449887091
48,0.49,0.0,0.0,0.06698924731182795,0.005836243761338448
49,0.5,0.0,0.0,0.06731182795698924,0.005434098395050877
