,param,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std
0,1,0.06002957784350632,0.013770613985099286,0.08709677419354839,0.015245514552004154
1,2,0.0011898359774132783,0.0007092199142410161,0.03153225806451612,0.0044245547986113895
2,3,0.0012839472976606593,0.003874592769096103,0.029543010752688163,0.005457651318489453
3,4,0.0004907233127184829,0.0007888538863464303,0.027688172043010762,0.004060830666834777
4,5,0.00018822264049477843,0.00012322064251024252,0.02731182795698925,0.003897756765675672
5,6,0.00021511158913687934,0.00011565374115409868,0.027069892473118272,0.004091941806068095
6,7,0.00020838935197635687,0.00020599023186400813,0.029596774193548392,0.003963481554525949
